id;Gender;Age;Driving_License;Region_Code;Previously_Insured;Vehicle_Age;Vehicle_Damage;Annual_Premium;Policy_Sales_Channel;Vintage
169812;Female;23;1;11.0;1;< 1 Year;No;33768;152.0;192
58075;Male;38;1;39.0;0;1-2 Year;Yes;30065;124.0;228
76878;Male;21;1;37.0;0;< 1 Year;Yes;23586;160.0;248
46272;Male;24;1;50.0;1;< 1 Year;No;36032;152.0;23
49362;Female;47;1;21.0;0;1-2 Year;Yes;29040;124.0;55
22585;Female;23;1;28.0;1;< 1 Year;No;22126;26.0;239
268381;Female;42;1;33.0;0;1-2 Year;Yes;37390;26.0;60
158584;Female;60;1;28.0;1;1-2 Year;No;42280;26.0;51
415584;Female;44;1;8.0;0;1-2 Year;Yes;43567;156.0;279
64433;Male;27;1;41.0;1;< 1 Year;No;28335;153.0;221
136832;Female;21;1;27.0;1;< 1 Year;No;29165;152.0;273
332465;Male;22;1;15.0;0;< 1 Year;Yes;51575;152.0;229
292940;Female;31;1;30.0;1;< 1 Year;No;28848;152.0;271
38459;Female;39;1;28.0;0;> 2 Years;Yes;50546;26.0;186
234069;Male;42;1;28.0;0;1-2 Year;Yes;37130;124.0;71
502434;Female;24;1;8.0;1;< 1 Year;No;66400;152.0;271
237176;Female;49;1;28.0;1;1-2 Year;No;57901;26.0;293
346883;Male;41;1;28.0;0;1-2 Year;Yes;36466;26.0;129
432025;Male;64;1;8.0;1;1-2 Year;No;38968;124.0;95
302243;Female;26;1;28.0;1;< 1 Year;No;47765;152.0;255
441537;Male;45;1;28.0;0;1-2 Year;Yes;39530;26.0;10
201676;Male;21;1;28.0;0;1-2 Year;Yes;69266;124.0;74
144834;Male;41;1;28.0;1;1-2 Year;No;25435;124.0;244
36541;Female;22;1;33.0;1;< 1 Year;No;34584;152.0;33
247755;Male;25;1;30.0;1;< 1 Year;No;28532;152.0;245
246508;Male;53;1;8.0;1;1-2 Year;No;36119;124.0;16
71589;Male;46;1;28.0;1;1-2 Year;No;42321;124.0;221
450659;Female;73;1;28.0;1;1-2 Year;No;39843;26.0;37
139898;Female;20;1;36.0;0;< 1 Year;Yes;37623;160.0;11
469037;Male;25;1;28.0;1;< 1 Year;No;48461;152.0;220
307746;Male;53;1;8.0;0;1-2 Year;Yes;38794;26.0;153
440659;Male;35;1;8.0;0;> 2 Years;Yes;33032;124.0;167
399223;Male;43;1;28.0;0;> 2 Years;Yes;51742;26.0;192
350889;Male;49;1;8.0;0;1-2 Year;Yes;34719;26.0;131
152185;Female;22;1;15.0;0;< 1 Year;No;34180;152.0;166
131731;Male;25;1;40.0;0;< 1 Year;Yes;24537;152.0;186
373749;Male;26;1;23.0;1;< 1 Year;No;30065;152.0;228
353414;Female;50;1;11.0;0;1-2 Year;Yes;43249;124.0;57
502225;Female;24;1;41.0;1;< 1 Year;No;41590;152.0;201
88488;Male;31;1;41.0;1;< 1 Year;No;35613;152.0;57
168008;Male;30;1;28.0;1;< 1 Year;Yes;29021;152.0;296
214829;Female;25;1;35.0;0;< 1 Year;Yes;23876;160.0;12
215766;Male;49;1;46.0;1;1-2 Year;No;25697;26.0;153
192370;Male;48;1;41.0;1;1-2 Year;No;31883;124.0;149
21850;Female;50;1;42.0;1;1-2 Year;No;31135;26.0;283
371222;Female;28;1;30.0;1;< 1 Year;No;30909;124.0;118
237440;Male;53;1;28.0;0;1-2 Year;Yes;35074;124.0;45
91857;Female;50;1;28.0;0;1-2 Year;Yes;46249;124.0;238
506275;Male;36;1;28.0;0;1-2 Year;Yes;31517;26.0;203
65028;Female;23;1;23.0;1;< 1 Year;No;29440;152.0;120
493849;Female;25;1;41.0;1;< 1 Year;No;30927;152.0;267
279628;Female;24;1;36.0;1;< 1 Year;No;25364;151.0;18
373755;Female;29;1;15.0;0;< 1 Year;Yes;26653;152.0;69
58817;Male;71;1;28.0;1;1-2 Year;No;35008;26.0;114
364723;Male;55;1;28.0;0;1-2 Year;Yes;33053;124.0;138
41044;Female;22;1;17.0;1;< 1 Year;No;27865;152.0;229
210389;Male;21;1;11.0;0;< 1 Year;Yes;44326;160.0;185
102319;Male;28;1;30.0;1;< 1 Year;No;19186;152.0;249
414165;Female;29;1;10.0;1;< 1 Year;No;27624;152.0;140
325572;Male;26;1;45.0;1;< 1 Year;No;16569;152.0;45
460285;Male;65;1;29.0;1;1-2 Year;No;29806;124.0;68
176741;Male;52;1;28.0;0;1-2 Year;Yes;48257;26.0;137
109763;Male;47;1;8.0;1;1-2 Year;No;36773;124.0;246
209262;Male;46;1;9.0;0;> 2 Years;Yes;44509;26.0;271
325776;Female;25;1;11.0;1;< 1 Year;No;44101;152.0;23
339600;Male;44;1;28.0;0;1-2 Year;Yes;49223;122.0;298
195432;Female;39;1;3.0;0;1-2 Year;Yes;37151;124.0;138
349985;Female;22;1;30.0;0;< 1 Year;Yes;26397;152.0;164
310204;Female;66;1;13.0;1;1-2 Year;No;48862;26.0;138
409991;Female;26;1;8.0;1;< 1 Year;No;23088;152.0;16
10365;Female;41;1;28.0;0;1-2 Year;No;67439;26.0;144
321940;Male;42;1;41.0;0;1-2 Year;Yes;30437;124.0;94
434549;Male;33;1;28.0;1;< 1 Year;No;42452;152.0;128
403641;Male;33;1;36.0;1;< 1 Year;No;29790;152.0;148
35650;Female;23;1;41.0;1;< 1 Year;No;28862;152.0;112
385931;Female;79;1;18.0;1;1-2 Year;No;23442;122.0;179
346501;Male;28;1;38.0;0;< 1 Year;Yes;24270;124.0;175
102072;Female;32;1;35.0;1;< 1 Year;No;33611;152.0;14
485425;Female;50;1;50.0;1;1-2 Year;No;48505;9.0;149
21151;Female;46;1;28.0;1;1-2 Year;Yes;32011;26.0;191
17644;Male;51;1;28.0;0;1-2 Year;Yes;56382;26.0;48
203491;Female;54;1;28.0;0;1-2 Year;Yes;39637;24.0;284
451286;Male;27;1;11.0;1;< 1 Year;No;51787;152.0;101
120974;Male;24;1;28.0;1;< 1 Year;No;68418;152.0;213
64522;Male;25;1;2.0;1;< 1 Year;No;28982;152.0;216
118846;Female;54;1;10.0;1;1-2 Year;No;20109;152.0;236
7190;Male;53;1;41.0;1;1-2 Year;No;20349;136.0;146
400561;Male;56;1;43.0;0;> 2 Years;Yes;30664;26.0;278
16719;Male;25;1;15.0;1;< 1 Year;No;23647;152.0;217
91785;Male;43;1;47.0;0;1-2 Year;Yes;30606;16.0;128
216472;Female;25;1;28.0;1;< 1 Year;No;29584;152.0;243
87315;Female;24;1;30.0;1;< 1 Year;No;24219;152.0;52
39659;Female;49;1;28.0;0;1-2 Year;Yes;41529;26.0;99
400260;Female;54;1;32.0;1;1-2 Year;No;36158;152.0;71
122809;Female;42;1;33.0;1;1-2 Year;No;35422;124.0;97
490756;Female;36;1;23.0;0;1-2 Year;Yes;29302;124.0;268
177110;Female;48;1;28.0;0;1-2 Year;Yes;45207;26.0;249
453978;Male;54;1;29.0;0;1-2 Year;Yes;34553;26.0;75
229208;Male;72;1;28.0;0;1-2 Year;Yes;36608;52.0;157
205762;Male;52;1;46.0;1;1-2 Year;No;28265;124.0;138
362001;Male;25;1;41.0;0;< 1 Year;Yes;28266;152.0;233
176927;Male;53;1;8.0;0;1-2 Year;Yes;46753;124.0;232
215810;Female;22;1;14.0;1;< 1 Year;No;27530;152.0;84
211267;Female;31;1;35.0;1;< 1 Year;No;32448;152.0;75
363646;Male;39;1;29.0;0;1-2 Year;Yes;30806;26.0;36
255454;Male;29;1;28.0;0;< 1 Year;Yes;30467;26.0;104
480984;Female;41;1;28.0;0;1-2 Year;Yes;41511;124.0;45
320907;Male;75;1;41.0;0;1-2 Year;Yes;33485;12.0;221
310748;Male;42;1;28.0;0;1-2 Year;Yes;39175;124.0;113
477626;Female;26;1;2.0;1;< 1 Year;No;29451;152.0;84
265686;Male;20;1;10.0;0;< 1 Year;No;25478;160.0;247
136452;Male;44;1;50.0;1;1-2 Year;No;20602;157.0;274
264613;Female;76;1;46.0;0;1-2 Year;Yes;22525;26.0;235
202858;Female;59;1;28.0;0;1-2 Year;Yes;46743;29.0;242
486855;Male;32;1;15.0;1;< 1 Year;No;50322;152.0;120
191143;Male;29;1;41.0;0;< 1 Year;Yes;34751;152.0;126
60065;Male;38;1;28.0;1;1-2 Year;No;59190;124.0;16
73296;Male;22;1;13.0;0;< 1 Year;Yes;35094;152.0;20
409631;Male;62;1;28.0;1;1-2 Year;No;35833;124.0;192
279721;Female;41;1;28.0;0;1-2 Year;Yes;35124;26.0;272
103634;Male;43;1;13.0;0;1-2 Year;Yes;24645;124.0;81
81260;Female;71;1;28.0;0;1-2 Year;Yes;41219;26.0;144
150566;Female;39;1;29.0;1;1-2 Year;No;21797;124.0;26
251421;Female;22;1;45.0;1;< 1 Year;No;30574;152.0;158
10688;Female;21;1;21.0;1;< 1 Year;No;30520;152.0;217
310547;Female;64;1;28.0;1;1-2 Year;Yes;40659;26.0;256
384570;Male;40;1;14.0;0;1-2 Year;Yes;18907;156.0;292
216232;Male;23;1;10.0;1;< 1 Year;No;23748;152.0;154
246142;Male;47;1;29.0;1;1-2 Year;No;34535;124.0;174
243848;Male;47;1;28.0;0;1-2 Year;Yes;62377;26.0;244
293196;Male;24;1;41.0;0;< 1 Year;Yes;31445;26.0;10
476636;Male;50;1;28.0;0;1-2 Year;Yes;36330;26.0;117
86226;Female;43;1;28.0;0;1-2 Year;Yes;55950;26.0;176
79188;Female;25;1;14.0;1;< 1 Year;No;38135;152.0;142
409445;Male;41;1;18.0;0;1-2 Year;Yes;33544;124.0;19
345570;Male;64;1;28.0;0;> 2 Years;Yes;41989;13.0;91
17456;Male;22;1;46.0;1;< 1 Year;No;55363;152.0;87
96017;Male;28;1;28.0;1;< 1 Year;No;43964;152.0;174
310199;Male;22;1;33.0;1;< 1 Year;No;34435;152.0;264
191754;Female;29;1;28.0;0;< 1 Year;Yes;43607;124.0;203
278938;Female;23;1;30.0;1;< 1 Year;No;28683;152.0;104
33018;Female;25;1;45.0;1;< 1 Year;No;29096;152.0;176
259270;Male;28;1;28.0;1;< 1 Year;No;25525;152.0;283
439853;Male;40;1;28.0;0;1-2 Year;Yes;39973;124.0;88
321218;Male;44;1;7.0;0;1-2 Year;Yes;27596;124.0;95
244047;Female;34;1;50.0;0;1-2 Year;Yes;27518;55.0;137
278136;Male;69;1;8.0;1;1-2 Year;Yes;32945;25.0;178
30983;Female;24;1;40.0;0;< 1 Year;No;22454;152.0;77
470146;Female;41;1;36.0;0;1-2 Year;Yes;51727;26.0;100
231455;Male;51;1;18.0;0;1-2 Year;Yes;32392;124.0;253
486677;Male;57;1;41.0;0;1-2 Year;Yes;29482;124.0;153
186704;Male;40;1;29.0;1;1-2 Year;Yes;28886;124.0;210
410306;Female;21;1;12.0;1;< 1 Year;No;25186;152.0;57
18897;Male;21;1;30.0;0;< 1 Year;Yes;50209;152.0;285
103598;Female;58;1;28.0;1;1-2 Year;Yes;42118;13.0;117
85609;Male;29;1;28.0;1;< 1 Year;No;47312;152.0;235
441968;Male;39;1;28.0;0;1-2 Year;Yes;39390;124.0;122
274816;Female;21;1;37.0;0;< 1 Year;Yes;30192;160.0;273
96946;Male;27;1;33.0;1;< 1 Year;No;39878;152.0;246
335479;Male;51;1;28.0;0;1-2 Year;Yes;28648;61.0;211
413838;Male;26;1;29.0;1;< 1 Year;No;31923;152.0;180
311473;Male;30;1;15.0;1;< 1 Year;No;35412;152.0;87
90559;Male;47;1;28.0;0;1-2 Year;Yes;46014;122.0;191
421047;Male;52;1;39.0;0;> 2 Years;Yes;36307;26.0;172
26131;Female;22;1;33.0;1;< 1 Year;No;34141;152.0;293
183343;Male;25;1;9.0;0;< 1 Year;No;28382;152.0;257
191174;Male;60;1;30.0;0;1-2 Year;Yes;47081;26.0;132
412571;Female;23;1;30.0;1;< 1 Year;No;24591;152.0;42
88753;Male;28;1;28.0;0;< 1 Year;Yes;35261;160.0;284
118979;Male;45;1;26.0;0;1-2 Year;No;29259;120.0;73
163183;Female;24;1;28.0;1;< 1 Year;No;40259;152.0;150
91302;Male;42;1;28.0;0;1-2 Year;Yes;43655;26.0;189
504601;Male;48;1;28.0;0;1-2 Year;Yes;38569;124.0;24
472240;Male;41;1;28.0;1;1-2 Year;No;34704;23.0;290
440310;Female;42;1;28.0;0;1-2 Year;Yes;35603;124.0;283
70614;Male;58;1;35.0;0;> 2 Years;Yes;42859;10.0;105
275283;Male;25;1;47.0;1;< 1 Year;No;31420;160.0;242
256947;Female;21;1;45.0;1;< 1 Year;No;31314;152.0;123
176817;Female;64;1;28.0;0;1-2 Year;Yes;53464;26.0;44
290662;Female;53;1;10.0;0;1-2 Year;No;32166;152.0;62
246610;Male;22;1;47.0;0;< 1 Year;Yes;46643;152.0;167
185515;Female;44;1;36.0;0;1-2 Year;Yes;32337;152.0;127
94759;Male;55;1;28.0;0;> 2 Years;Yes;40875;26.0;62
24576;Female;42;1;33.0;0;1-2 Year;Yes;48656;124.0;127
498904;Male;55;1;47.0;1;1-2 Year;No;27002;26.0;158
141849;Female;43;1;14.0;0;1-2 Year;Yes;37911;124.0;30
308621;Female;26;1;29.0;1;< 1 Year;No;27646;152.0;232
134135;Female;23;1;4.0;1;< 1 Year;No;28339;152.0;203
470821;Male;23;1;50.0;1;< 1 Year;No;35477;152.0;142
486863;Female;40;1;46.0;0;1-2 Year;Yes;30914;26.0;209
306483;Female;53;1;35.0;1;1-2 Year;No;27845;152.0;269
118590;Male;43;1;17.0;0;1-2 Year;Yes;28185;124.0;166
281838;Female;25;1;46.0;0;< 1 Year;Yes;31246;152.0;127
89267;Male;24;1;18.0;1;< 1 Year;No;27322;152.0;73
313886;Female;27;1;41.0;1;< 1 Year;No;24304;152.0;93
134017;Male;50;1;28.0;1;1-2 Year;No;35808;26.0;182
128723;Female;28;1;28.0;0;< 1 Year;Yes;43598;124.0;121
96778;Male;24;1;8.0;1;< 1 Year;No;27099;152.0;27
7322;Male;22;1;28.0;1;1-2 Year;No;30256;122.0;239
58913;Female;21;1;13.0;1;< 1 Year;Yes;23666;152.0;31
101996;Male;58;1;28.0;0;1-2 Year;Yes;41077;26.0;264
285712;Female;21;1;27.0;0;< 1 Year;Yes;30661;152.0;187
485609;Male;23;1;46.0;1;< 1 Year;No;29518;160.0;77
167918;Female;44;1;8.0;0;1-2 Year;Yes;28903;124.0;262
109500;Male;38;1;29.0;0;1-2 Year;Yes;34022;31.0;117
504374;Male;47;1;28.0;1;1-2 Year;No;22512;26.0;203
140057;Female;33;1;30.0;1;< 1 Year;No;24967;152.0;214
125306;Female;24;1;15.0;0;< 1 Year;Yes;21110;152.0;75
187042;Female;39;1;28.0;1;1-2 Year;No;36541;26.0;174
266784;Male;52;1;4.0;1;1-2 Year;No;25120;156.0;91
96210;Female;63;1;28.0;0;1-2 Year;Yes;62020;30.0;103
329380;Female;25;1;28.0;0;< 1 Year;Yes;40223;26.0;293
243221;Female;21;1;8.0;1;< 1 Year;No;36042;152.0;191
35747;Female;23;1;47.0;0;< 1 Year;Yes;33752;152.0;240
219439;Female;34;1;28.0;0;1-2 Year;Yes;31427;26.0;203
469176;Male;68;1;28.0;1;1-2 Year;No;29113;26.0;57
100465;Female;27;1;30.0;0;< 1 Year;Yes;35343;152.0;102
502265;Female;72;1;28.0;1;1-2 Year;No;33818;31.0;133
11195;Female;24;1;47.0;1;1-2 Year;No;27848;163.0;116
459696;Male;40;1;18.0;1;1-2 Year;No;34886;26.0;109
168158;Male;44;1;29.0;0;1-2 Year;Yes;21261;26.0;215
265762;Female;49;1;28.0;0;1-2 Year;Yes;58597;26.0;22
32872;Male;75;1;13.0;0;1-2 Year;Yes;28475;124.0;77
201835;Male;63;1;8.0;1;1-2 Year;No;33179;26.0;289
492030;Female;24;1;45.0;1;< 1 Year;No;20656;152.0;151
153197;Female;20;1;50.0;1;< 1 Year;No;33012;160.0;236
115469;Female;24;1;32.0;0;< 1 Year;Yes;29443;152.0;64
188538;Male;49;1;45.0;0;1-2 Year;Yes;25313;124.0;182
207598;Male;21;1;8.0;1;< 1 Year;No;43657;160.0;274
221575;Female;22;1;46.0;0;< 1 Year;No;24581;152.0;92
117902;Male;49;1;46.0;1;1-2 Year;No;31536;11.0;271
150330;Male;49;1;28.0;0;1-2 Year;Yes;33265;26.0;185
162403;Female;21;1;36.0;0;< 1 Year;No;45281;160.0;253
417204;Female;36;1;46.0;1;1-2 Year;No;20744;152.0;144
252448;Female;23;1;28.0;1;< 1 Year;Yes;41779;152.0;270
349619;Female;44;1;28.0;0;> 2 Years;Yes;49920;26.0;186
41114;Male;22;1;8.0;1;< 1 Year;No;42506;160.0;35
485197;Male;45;1;28.0;0;1-2 Year;Yes;49634;124.0;142
330911;Male;36;1;28.0;0;1-2 Year;Yes;27037;124.0;215
188843;Female;21;1;30.0;0;< 1 Year;Yes;28578;152.0;111
388721;Male;54;1;28.0;0;1-2 Year;Yes;47509;26.0;53
247539;Male;24;1;36.0;1;< 1 Year;No;30686;152.0;249
390358;Male;50;1;30.0;0;1-2 Year;Yes;60151;124.0;216
41459;Female;47;1;21.0;1;1-2 Year;No;31313;152.0;237
68714;Male;30;1;28.0;0;1-2 Year;Yes;26319;122.0;189
397021;Female;55;1;46.0;1;1-2 Year;No;32804;11.0;111
299349;Male;24;1;33.0;1;< 1 Year;No;24546;152.0;10
427241;Female;25;1;6.0;1;< 1 Year;No;26247;152.0;142
400990;Female;42;1;8.0;1;1-2 Year;No;45117;152.0;120
464055;Male;36;1;41.0;0;1-2 Year;Yes;29306;124.0;101
212942;Male;37;1;8.0;0;1-2 Year;Yes;37770;156.0;290
367677;Male;29;1;33.0;0;1-2 Year;No;25054;124.0;299
362473;Male;60;1;28.0;0;> 2 Years;Yes;41748;26.0;132
193605;Male;45;1;28.0;1;1-2 Year;No;40077;24.0;230
241103;Male;23;1;28.0;1;< 1 Year;No;50240;124.0;79
473751;Male;26;1;3.0;1;< 1 Year;No;24594;152.0;133
353095;Female;51;1;28.0;1;1-2 Year;No;40560;124.0;297
309075;Female;27;1;41.0;1;< 1 Year;No;38638;152.0;125
139170;Female;44;1;28.0;0;1-2 Year;Yes;42299;25.0;248
487523;Male;38;1;28.0;0;> 2 Years;Yes;35596;16.0;41
230090;Female;26;1;26.0;1;< 1 Year;No;23867;152.0;271
77334;Female;25;1;29.0;1;< 1 Year;No;39519;152.0;286
154237;Female;29;1;12.0;1;< 1 Year;No;23386;152.0;117
400273;Female;58;1;28.0;1;1-2 Year;No;45606;124.0;217
392112;Female;36;1;46.0;1;1-2 Year;No;27874;152.0;33
137554;Female;47;1;29.0;0;1-2 Year;Yes;35893;26.0;151
116030;Female;26;1;41.0;1;< 1 Year;No;39950;152.0;226
344105;Male;46;1;28.0;0;1-2 Year;Yes;31983;124.0;282
162835;Female;42;1;28.0;0;1-2 Year;Yes;34534;150.0;149
114354;Male;56;1;23.0;0;1-2 Year;Yes;30283;26.0;273
293140;Female;31;1;13.0;0;1-2 Year;Yes;25262;156.0;248
116557;Male;49;1;30.0;1;1-2 Year;No;32167;26.0;225
290243;Female;23;1;10.0;0;1-2 Year;Yes;27089;26.0;252
120768;Male;25;1;28.0;0;1-2 Year;Yes;37796;26.0;81
494241;Female;46;1;24.0;0;1-2 Year;Yes;35384;26.0;93
284256;Female;61;1;41.0;0;1-2 Year;Yes;24327;26.0;105
502201;Male;56;1;8.0;1;1-2 Year;No;44164;124.0;22
83744;Female;73;1;8.0;1;1-2 Year;No;50502;7.0;281
150043;Male;73;1;28.0;0;1-2 Year;Yes;34485;124.0;40
36845;Male;39;1;28.0;0;1-2 Year;Yes;31249;26.0;135
371269;Male;24;1;2.0;0;< 1 Year;Yes;34851;151.0;41
121179;Male;32;1;11.0;0;< 1 Year;Yes;30006;124.0;211
493953;Female;25;1;10.0;1;< 1 Year;No;36784;152.0;182
318347;Male;48;1;46.0;0;> 2 Years;Yes;42048;124.0;255
385337;Female;51;1;29.0;0;1-2 Year;Yes;19056;124.0;156
393763;Male;49;1;28.0;0;1-2 Year;Yes;31833;163.0;21
38073;Male;65;1;8.0;0;1-2 Year;Yes;69437;124.0;21
66873;Female;43;1;46.0;0;> 2 Years;Yes;42296;124.0;37
72045;Female;24;1;37.0;1;< 1 Year;No;20630;151.0;16
123979;Male;39;1;28.0;0;1-2 Year;Yes;46831;26.0;236
106137;Female;40;1;18.0;1;1-2 Year;No;40665;124.0;13
48567;Male;28;1;11.0;0;< 1 Year;Yes;24176;152.0;160
216886;Male;26;1;43.0;0;< 1 Year;No;22469;124.0;77
361064;Female;46;1;28.0;0;1-2 Year;Yes;37087;26.0;237
307129;Female;20;1;40.0;0;< 1 Year;Yes;36528;160.0;186
272504;Female;26;1;35.0;1;< 1 Year;No;28094;152.0;144
310944;Male;51;1;28.0;0;1-2 Year;No;39525;26.0;81
127252;Female;21;1;37.0;0;< 1 Year;No;36242;152.0;197
356224;Male;23;1;17.0;1;< 1 Year;No;49961;152.0;167
56423;Female;23;1;23.0;1;< 1 Year;No;52545;152.0;29
196651;Male;20;1;36.0;0;< 1 Year;Yes;39550;160.0;132
447739;Female;22;1;25.0;1;< 1 Year;No;27991;152.0;41
416234;Female;25;1;6.0;1;< 1 Year;No;22239;152.0;210
489534;Female;27;1;9.0;1;< 1 Year;No;26995;152.0;85
202866;Female;23;1;50.0;1;< 1 Year;No;35426;152.0;23
57346;Male;61;1;29.0;1;1-2 Year;No;37272;124.0;189
85809;Male;42;1;15.0;1;1-2 Year;No;35161;124.0;209
461589;Female;23;1;30.0;1;< 1 Year;No;29960;152.0;52
273032;Female;37;1;46.0;0;1-2 Year;Yes;32642;152.0;47
312320;Female;76;1;28.0;0;1-2 Year;Yes;39718;124.0;71
288337;Male;35;1;8.0;1;1-2 Year;No;34818;124.0;212
80177;Female;68;1;15.0;1;1-2 Year;No;32697;14.0;190
87699;Female;24;1;13.0;1;< 1 Year;No;21170;152.0;39
445618;Female;32;1;30.0;0;< 1 Year;Yes;27484;124.0;288
372071;Male;25;1;45.0;1;< 1 Year;No;26413;152.0;189
304942;Female;26;1;10.0;0;< 1 Year;No;20819;152.0;295
189940;Female;21;1;36.0;0;< 1 Year;Yes;34855;160.0;266
365222;Male;30;1;29.0;1;< 1 Year;No;49853;152.0;31
14702;Female;24;1;30.0;1;< 1 Year;No;31872;152.0;135
476947;Male;44;1;15.0;0;1-2 Year;Yes;36952;124.0;179
324880;Male;60;1;8.0;1;1-2 Year;No;48758;124.0;110
219013;Female;45;1;28.0;0;1-2 Year;Yes;50301;26.0;289
245460;Male;41;1;28.0;0;1-2 Year;Yes;32112;124.0;180
33375;Male;22;1;11.0;1;< 1 Year;No;30984;152.0;268
177269;Female;32;1;29.0;0;< 1 Year;Yes;40157;124.0;28
385377;Female;24;1;8.0;1;< 1 Year;No;34038;152.0;158
273972;Female;22;1;36.0;0;< 1 Year;Yes;39857;152.0;63
104675;Male;20;1;36.0;0;< 1 Year;Yes;30093;160.0;138
304486;Female;26;1;8.0;1;< 1 Year;No;41396;152.0;148
124219;Female;34;1;28.0;0;1-2 Year;Yes;26469;124.0;160
102761;Male;28;1;10.0;1;< 1 Year;No;28146;152.0;254
190011;Male;23;1;36.0;0;< 1 Year;Yes;31456;152.0;61
116166;Female;27;1;36.0;1;< 1 Year;No;28390;152.0;199
309585;Female;22;1;50.0;1;< 1 Year;No;31697;152.0;165
5085;Male;45;1;28.0;0;1-2 Year;Yes;29037;26.0;267
202901;Female;20;1;15.0;0;< 1 Year;Yes;27932;159.0;286
195429;Male;21;1;46.0;0;< 1 Year;Yes;26377;160.0;157
35078;Male;23;1;13.0;1;< 1 Year;Yes;21411;152.0;282
379628;Female;73;1;28.0;0;1-2 Year;Yes;26394;26.0;15
133591;Male;48;1;37.0;0;1-2 Year;Yes;40134;160.0;74
183085;Female;21;1;8.0;0;< 1 Year;Yes;52063;160.0;149
109976;Female;21;1;9.0;0;< 1 Year;No;24894;160.0;124
12094;Male;26;1;28.0;1;< 1 Year;No;40068;152.0;166
371098;Male;21;1;23.0;0;< 1 Year;No;29774;160.0;206
3903;Female;56;1;28.0;0;1-2 Year;Yes;37341;26.0;115
494214;Female;27;1;28.0;1;< 1 Year;No;39437;152.0;93
38638;Female;22;1;46.0;0;< 1 Year;Yes;22855;152.0;133
362821;Female;28;1;41.0;1;< 1 Year;No;26439;152.0;204
191838;Male;74;1;6.0;0;1-2 Year;Yes;29480;124.0;147
214698;Male;42;1;8.0;0;1-2 Year;Yes;26980;19.0;76
131868;Male;47;1;28.0;0;1-2 Year;Yes;26817;3.0;129
281389;Female;28;1;28.0;1;< 1 Year;No;30334;152.0;57
367322;Male;27;1;41.0;0;< 1 Year;No;45719;152.0;225
336789;Female;22;1;2.0;0;< 1 Year;Yes;39671;160.0;245
232897;Female;24;1;8.0;1;< 1 Year;No;32170;152.0;181
198128;Female;25;1;28.0;0;< 1 Year;Yes;47166;152.0;250
203722;Male;60;1;8.0;1;1-2 Year;No;28855;124.0;131
27762;Male;23;1;8.0;1;< 1 Year;No;24401;152.0;128
380385;Male;24;1;45.0;1;< 1 Year;No;45607;152.0;215
423168;Female;40;1;6.0;0;1-2 Year;Yes;38465;154.0;59
151630;Male;23;1;28.0;1;< 1 Year;No;57073;152.0;16
89293;Male;69;1;28.0;0;1-2 Year;Yes;36880;26.0;263
250607;Female;23;1;30.0;0;< 1 Year;Yes;28553;152.0;192
332300;Male;63;1;28.0;0;1-2 Year;Yes;56271;124.0;260
119964;Male;21;1;36.0;0;< 1 Year;Yes;30059;160.0;69
243033;Male;33;1;3.0;0;1-2 Year;Yes;49813;124.0;130
228957;Female;23;1;50.0;0;< 1 Year;Yes;41270;152.0;209
270401;Male;27;1;28.0;0;< 1 Year;Yes;32968;152.0;186
264099;Male;21;1;15.0;1;< 1 Year;No;25632;152.0;275
95247;Male;25;1;45.0;1;< 1 Year;No;25903;152.0;233
257709;Male;55;1;17.0;1;1-2 Year;No;22789;26.0;122
106189;Female;52;1;28.0;0;1-2 Year;Yes;59326;125.0;88
89582;Female;25;1;18.0;1;< 1 Year;No;27559;152.0;191
100714;Female;25;1;24.0;1;< 1 Year;No;29710;152.0;243
342019;Male;30;1;43.0;0;1-2 Year;Yes;31749;156.0;172
241539;Male;31;1;46.0;1;< 1 Year;No;24796;152.0;133
198026;Female;42;1;15.0;1;1-2 Year;No;30321;152.0;75
162359;Female;23;1;30.0;1;< 1 Year;No;20889;152.0;43
484932;Male;26;1;32.0;1;< 1 Year;No;25125;152.0;63
165613;Male;63;1;28.0;0;1-2 Year;Yes;53731;154.0;207
287621;Male;56;1;28.0;0;1-2 Year;Yes;66597;26.0;139
144685;Male;24;1;46.0;1;< 1 Year;No;59639;152.0;97
40416;Male;24;1;3.0;1;< 1 Year;No;30544;152.0;299
175319;Male;27;1;47.0;1;< 1 Year;No;27516;26.0;299
378565;Male;49;1;28.0;1;1-2 Year;No;30397;26.0;260
232473;Male;20;1;16.0;0;< 1 Year;Yes;33961;160.0;48
506980;Male;82;0;8.0;1;1-2 Year;No;42227;26.0;80
66556;Female;23;1;38.0;0;< 1 Year;No;38148;152.0;262
103351;Female;27;1;3.0;1;< 1 Year;No;25173;152.0;131
229126;Male;76;1;47.0;0;1-2 Year;No;31653;13.0;247
488450;Male;21;1;8.0;1;< 1 Year;No;29250;160.0;255
413495;Female;22;1;15.0;1;< 1 Year;No;29946;152.0;214
98150;Male;28;1;35.0;1;< 1 Year;No;26337;152.0;166
391222;Female;23;1;8.0;1;< 1 Year;No;36301;152.0;190
103695;Male;44;1;28.0;1;1-2 Year;No;41441;124.0;90
122134;Male;29;1;4.0;1;< 1 Year;No;19166;152.0;12
432763;Male;38;1;28.0;0;1-2 Year;Yes;73666;122.0;291
140854;Female;21;1;29.0;1;< 1 Year;No;22748;152.0;182
